nucid,n,z,mass_excess,mass_excess_num,mass_excess_unc,mass_excess_sys,mass_excess_round,mass_excess_round_unc,binding,binding_num,binding_unc,binding_sys,binding_round,binding_round_unc,beta_decay_en_round,beta_decay_en_round_unc,beta_decay_en,beta_decay_en_num,beta_decay_en_unc,beta_decay_en_sys,atomic_mass,atomic_mass_num,atomic_mass_unc,atomic_mass_sys,atomic_mass_round,atomic_mass_round_unc,s2n,s2n_num,s2n_unc,s2n_round,s2n_round_unc,s2n_sys,s2p,s2p_num,s2p_unc,s2p_round,s2p_round_unc,s2p_sys,qa,qa_num,qa_unc,qa_round,qa_round_unc,qa_sys,q2bm,q2bm_num,q2bm_unc,q2bm_round,q2bm_round_unc,q2bm_sys,qep,qep_num,qep_unc,qep_round,qep_round_unc,qep_sys,qbmn,qbmn_num,qbmn_unc,qbmn_round,qbmn_round_unc,qbmn_sys,sn,sn_num,sn_unc,sn_round,sn_round_unc,sn_sys,sp,sp_num,sp_unc,sp_round,sp_round_unc,sp_sys,q4bm,q4bm_num,q4bm_unc,q4bm_round,q4bm_round_unc,q4bm_sys,qda,qda_num,qda_unc,qda_round,qda_round_unc,qda_sys,qpa,qpa_num,qpa_unc,qpa_round,qpa_round_unc,qpa_sys,qna,qna_num,qna_unc,qna_round,qna_round_unc,qna_sys,qec_num,qec_unc,qec_round,qec_round_unc,qec
73CO,46,27,-37970,-37970,300,Y,-37970,300,8302,8302,4,Y,8302,4,12140,300,12139,12139,300,Y,72959238,72959238,322,Y,72959240,320,9742,9742,553,9742,553,Y,35928,35928,583,35928,583,Y,-15035,-15035,500,-15035,500,Y,21018,21018,300,21018,300,Y,-34089,-34089,671,-34089,671,Y,8185,8185,300,8185,300,Y,5741,5741,424,5741,424,Y,16009,16009,583,16009,583,Y,4671,4671,500,4671,500,Y,3784,3784,424,3784,424,Y,-11873,-11873,583,-11873,583,Y,NULL,NULL,NULL,NULL,NULL,NULL,-13980,583.0,-13980,583,-13980.0
73NI,45,28,-50108.159,-50108.159,2.423,N,-50108.2,2.4,8457.6529,8457.6529,0.0332,N,8457.65,0.03,8879,3,8879.2856,8879.2856,3.1038,N,72946206.681,72946206.681,2.601,N,72946206.7,2.6,10844.5597,10844.5597,3.2960,10845,3,N,32756,32756,400,32756,400,Y,-13334,-13334,200,-13334,200,Y,15485.2515,15485.2515,3.0565,15485,3,N,-28147,-28147,500,-28147,500,Y,1603.5291,1603.5291,2.7971,1603.5,2.8,N,3953.4090,3953.409,3.2960,3953,3,N,17097,17097,300,17097,300,Y,4972.5781,4972.5781,465.0363,4973,465,N,1280.8594,1280.8594,11.2555,1281,11,N,-7572,-7572,300,-7572,300,Y,NULL,NULL,NULL,NULL,NULL,NULL,-12138.159,300.01,-12138,300,-12138.159
73CU,44,29,-58987.445,-58987.445,1.942,N,-58987.4,1.9,8568.5699,8568.5699,0.0266,N,8568.570,0.027,6606.0,2.7,6605.9659,6605.9659,2.6910,N,72936674.376,72936674.376,2.084,N,72936674.4,2.1,12418.9465,12418.9465,2.4479,12418.9,2.4,N,29195.4567,29195.4567,465.0340,29195,465,N,-11026.9132,-11026.9132,85.7195,-11027,86,N,10711.8987,10711.8987,2.5656,10711.9,2.6,N,-25976,-25976,300,-25976,300,Y,1086.7318,1086.7318,2.8915,1086.7,2.9,N,7275.7566,7275.7566,2.3923,7275.8,2.4,N,12050.3476,12050.3476,2.9607,12050,3,N,7129.5978,7129.5978,2.9607,7130,3,N,5090.4787,5090.4787,2.8910,5090.5,2.9,N,-6816.0793,-6816.0793,11.1619,-6816,11,N,NULL,NULL,NULL,NULL,NULL,NULL,-8879.286,3.105,-8879,3,-8879.286
73ZN,43,30,-65593.411,-65593.411,1.863,N,-65593.4,1.9,8648.3455,8648.3455,0.0255,N,8648.345,0.026,4105.9,2.5,4105.9329,4105.9329,2.5064,N,72929582.580,72929582.58,2.000,N,72929582.6,2.0,14407.2607,14407.2607,3.2425,14407,3,N,24765.1172,24765.1172,2.9110,24765.1,2.9,N,-8039.6706,-8039.6706,4.1658,-8040,4,N,5704.1218,5704.1218,1.8639,5704.1,1.9,N,-18656.3135,-18656.3135,2.9111,-18656.3,2.9,N,-5076.4449,-5076.4449,2.0347,-5076.4,2.0,N,5519.2341,5519.2341,2.8391,5519.2,2.8,N,13099.3754,13099.3754,2.3287,13099.4,2.3,N,7828.5308,7828.5308,2.3858,7828.5,2.4,N,2247.0251,2247.0251,2.1542,2247.0,2.2,N,-733.1402,-733.1402,2.8401,-733.1,2.8,N,NULL,NULL,NULL,NULL,NULL,NULL,-6605.966,2.691,-6606.0,2.7,-6605.966
73GA,42,31,-69699.343,-69699.343,1.677,N,-69699.3,1.7,8693.8740,8693.874,0.0230,N,8693.874,0.023,1598.2,1.7,1598.1889,1598.1889,1.6777,N,72925174.680,72925174.68,1.800,N,72925174.7,1.8,15702.8530,15702.853,1.8625,15702.9,1.9,N,21566.1512,21566.1512,2.2433,21566.2,2.2,N,-6388.0384,-6388.0384,2.1826,-6388.0,2.2,N,1253.4130,1253.413,4.2021,1253,4,N,-17205.3083,-17205.3083,2.1826,-17205.3,2.2,N,-5184.7514,-5184.7514,1.6784,-5184.8,1.7,N,9182.3777,9182.3777,1.8657,9182.4,1.9,N,8842.8200,8842.82,2.7205,8842.8,2.7,N,8340.2496,8340.2496,3.1391,8340,3,N,4729.4597,4729.4597,2.5474,4729.5,2.5,N,-1076.5607,-1076.5607,1.9953,-1076.6,2.0,N,NULL,NULL,NULL,NULL,NULL,NULL,-4105.932,2.507,-4105.9,2.5,-4105.932
73GE,41,32,-71297.532,-71297.532,0.057,N,-71297.53,0.06,8705.0500,8705.05,0.0008,N,8705.050,0.001,-345,4,-344.7759,-344.7759,3.8528,N,72923458.954,72923458.954,0.061,N,72923458.95,0.06,17533.5117,17533.5117,0.8168,17533.5,0.8,N,18546.6884,18546.6884,2.6545,18546.7,2.7,N,-5304.5420,-5304.542,0.7968,-5304.5,0.8,N,-3070.1363,-3070.1363,7.4237,-3070,7,N,-10441.0089,-10441.0089,2.1432,-10441.0,2.1,N,-11139.0422,-11139.0422,4.0828,-11139,4,N,6782.9403,6782.9403,0.0500,6782.94,0.05,N,9998.2196,9998.2196,0.8202,9998.2,0.8,N,9552.4013,9552.4013,0.8130,9552.4,0.8,N,2476.6729,2476.6729,1.2022,2476.7,1.2,N,3913.6178,3913.6178,1.9186,3913.6,1.9,N,NULL,NULL,NULL,NULL,NULL,NULL,-1598.189,1.678,-1598.2,1.7,-1598.189
73AS,40,33,-70952.757,-70952.757,3.853,N,-70953,4,8689.6099,8689.6099,0.0528,N,8689.61,0.05,-2725,7,-2725.3604,-2725.3604,7.3993,N,72923829.086,72923829.086,4.136,N,72923829,4,19202.1358,19202.1358,5.6725,19202,6,N,15391.5720,15391.572,3.9375,15392,4,N,-4049.8527,-4049.8527,4.0349,-4050,4,N,-7306.9699,-7306.9699,7.7648,-7307,8,N,-9653.4437,-9653.4437,3.9390,-9653,4,N,-11155.8858,-11155.8858,4.3212,-11156,4,N,10794.2664,10794.2664,5.6132,10794,6,N,5655.8174,5655.8174,3.8525,5656,4,N,9664.7073,9664.7073,3.9383,9665,4,N,4473.3349,4473.3349,3.9394,4473,4,N,3603.7958,3603.7958,4.0359,3604,4,N,NULL,NULL,NULL,NULL,NULL,NULL,344.775,3.853,345,4,344.775
73SE,39,34,-68227.396,-68227.396,7.424,N,-68227,7,8641.5591,8641.5591,0.1017,N,8641.56,0.10,-4582,10,-4581.6095,-4581.6095,10.0278,N,72926754.881,72926754.881,7.969,N,72926755,8,21223.5175,21223.5175,7.9323,21224,8,N,12898.6814,12898.6814,7.4683,12899,7,N,-3551.6379,-3551.6379,7.5397,-3552,8,N,-11675.6382,-11675.6382,9.9186,-11676,10,N,-2930.4570,-2930.457,7.4237,-2930,7,N,-17236.9638,-17236.9638,7.4941,-17237,7,N,8430.5254,8430.5254,7.6771,8431,8,N,7286.5590,7286.559,8.4722,7287,8,N,10376.6677,10376.6677,8.5113,10377,9,N,970.6324,970.6324,7.5541,971,8,N,7981.0423,7981.0423,7.4688,7981,7,N,NULL,NULL,NULL,NULL,NULL,NULL,2725.361,8.364,2725,8,2725.361
73BR,38,35,-63645.787,-63645.787,6.741,N,-63646,7,8568.0803,8568.0803,0.0923,N,8568.08,0.09,-7094,9,-7094.0287,-7094.0287,9.4187,N,72931673.441,72931673.441,7.237,N,72931673,7,23285.9963,23285.9963,8.6387,23286,9,N,10330.4719,10330.4719,7.9231,10330,8,N,-2958.5210,-2958.521,32.7018,-2959,33,N,-17634.1754,-17634.1754,41.3475,-17634,41,N,-2704.9494,-2704.9494,7.8815,-2705,8,N,-17776.5225,-17776.5225,10.4699,-17777,10,N,12655.3542,12655.3542,6.8187,12655,7,N,3066.5688,3066.5688,7.0194,3067,7,N,10211.5352,10211.5352,7.2976,10212,7,N,3148.1682,3148.1682,6.9248,3148,7,N,6334.5889,6334.5889,6.8846,6335,7,N,NULL,NULL,NULL,NULL,NULL,NULL,4581.609,10.028,4582,10,4581.609
73KR,37,36,-56551.758,-56551.758,6.578,N,-56552,7,8460.1847,8460.1847,0.0901,N,8460.18,0.09,-10540,41,-10540.1468,-10540.1468,41.3212,N,72939289.193,72939289.193,7.061,N,72939289,7,26367.1831,26367.1831,128.9365,26367,129,N,7983.1853,7983.1853,7.1468,7983,7,N,-2541.9595,-2541.9595,6.7445,-2542,7,N,-24602,-24602,401,-24602,401,Y,4027.4598,4027.4598,6.8625,4027,7,N,-26293,-26293,500,-26293,500,Y,10682.4939,10682.4939,10.3654,10682,10,N,4778.9786,4778.9786,6.6571,4779,7,N,10661.4756,10661.4756,8.5117,10661,9,N,-262.0758,-262.0758,16.2909,-262,16,N,11024.5439,11024.5439,6.7657,11025,7,N,NULL,NULL,NULL,NULL,NULL,NULL,7094.029,9.419,7094,9,7094.029
73RB,36,37,-46011.611,-46011.611,40.794,N,-46010,40,8305.0821,8305.0821,0.5588,N,8305.1,0.6,-14061,403,-14061,-14061,403,Y,72950604.506,72950604.506,43.794,N,72950600,40,29864,29864,402,29864,402,Y,4087.1268,4087.1268,41.1504,4087,41,N,-2177.0492,-2177.0492,58.5527,-2177,59,N,NULL,NULL,NULL,NULL,NULL,NULL,5761.1682,5761.1682,40.8072,5761,41,N,NULL,NULL,NULL,NULL,NULL,NULL,15753,15753,502,15753,502,Y,-639.9999,-639.9999,40.0000,-640,40,N,11026.4069,11026.4069,135.0760,11026,135,N,-47,-47,204,-47,204,Y,11060.4180,11060.418,43.4316,11060,43,N,NULL,NULL,NULL,NULL,NULL,NULL,10540.147,41.321,10540,41,10540.147
73SR,35,38,-31950,-31950,401,Y,-31950,400,8102,8102,5,Y,8102,5,NULL,NULL,NULL,NULL,NULL,NULL,72965700,72965700,430,Y,72965700,430,NULL,NULL,NULL,NULL,NULL,NULL,201,201,421,201,421,Y,-2235,-2235,500,-2235,500,Y,NULL,NULL,NULL,NULL,NULL,NULL,14701,14701,401,14701,401,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909,909,641,909,641,Y,11051,11051,566,11051,566,Y,NULL,NULL,NULL,NULL,NULL,NULL,14796,14796,448,14796,448,Y,NULL,NULL,NULL,NULL,NULL,NULL,14061.611,403.07,14062,403,14061.611
74FE,48,26,-20660,-20660,500,Y,-20660,500,8076,8076,7,Y,8076,7,12880,640,12881,12881,640,Y,73977821,73977821,537,Y,73977820,540,7552,7552,707,7552,707,Y,NULL,NULL,NULL,NULL,NULL,NULL,-17444,-17444,781,-17444,781,Y,28041,28041,539,28041,539,Y,NULL,NULL,NULL,NULL,NULL,NULL,9239,9239,583,9239,583,Y,4741,4741,707,4741,707,Y,21248,21248,781,21248,781,Y,1221,1221,781,1221,781,Y,824,824,707,824,707,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74CO,47,27,-33540,-33540,400,Y,-33540,400,8239,8239,5,Y,8239,5,15160,450,15160,15160,447,Y,73963993,73963993,429,Y,73963990,430,9383,9383,500,9383,500,Y,36949,36949,721,36949,721,Y,-15515,-15515,640,-15515,640,Y,22466,22466,400,22466,400,Y,-34129,-34129,721,-34129,721,Y,8497,8497,400,8497,400,Y,3642,3642,500,3642,500,Y,16840,16840,640,16840,640,Y,6420,6420,640,6420,640,Y,3254,3254,565,3254,565,Y,-11274,-11274,640,-11274,640,Y,NULL,NULL,NULL,NULL,NULL,NULL,-12880,640.3,-12880,640,-12880.0
74NI,46,28,-48700,-48700,200,Y,-48700,200,8433,8433,3,Y,8433,3,7310,200,7306,7306,200,Y,73947718,73947718,215,Y,73947720,220,10617,10617,200,10617,200,Y,34028,34028,539,34028,539,Y,-14235,-14235,361,-14235,361,Y,17056,17056,200,17056,200,Y,-32000,-32000,539,-32000,539,Y,2216,2216,200,2216,200,Y,6664,6664,200,6664,200,Y,18020,18020,361,18020,361,Y,2311,2311,361,2311,361,Y,534,534,506,534,506,Y,-11124,-11124,447,-11124,447,Y,NULL,NULL,NULL,NULL,NULL,NULL,-15160,447.2,-15160,447,-15160.0
74CU,45,29,-56006.213,-56006.213,6.148,N,-56006,6,8521.5633,8521.5633,0.0831,N,8521.56,0.08,9751,7,9750.5077,9750.5077,6.6424,N,73939874.860,73939874.86,6.600,N,73939875,7,12365.8424,12365.8424,6.3046,12366,6,N,30284,30284,300,30284,300,Y,-11906.1651,-11906.1651,12.5941,-11906,13,N,12043.4134,12043.4134,6.8382,12043,7,N,-25326,-25326,300,-25326,300,Y,1515.8800,1515.88,6.4239,1516,6,N,5090.0858,5090.0858,6.4473,5090,6,N,13187.0245,13187.0245,6.6081,13187,7,N,8930.6627,8930.6627,6.5422,8931,7,N,4264.0782,4264.0782,6.5421,4264,7,N,-5989.8801,-5989.8801,465.0706,-5990,465,N,NULL,NULL,NULL,NULL,NULL,NULL,-7306.213,200.094,-7306,200,-7306.213
74ZN,44,30,-65756.720,-65756.72,2.515,N,-65756.7,2.5,8642.7547,8642.7547,0.0340,N,8642.75,0.03,2293,4,2292.9057,2292.9057,3.9102,N,73929407.260,73929407.26,2.700,N,73929407.3,2.7,13753.8618,13753.8618,3.3039,13754,3,N,26108.5941,26108.5941,3.3659,26109,3,N,-8967.7678,-8967.7678,3.3047,-8968,3,N,7665.7307,7665.7307,2.5151,7665.7,2.5,N,-22937.5321,-22937.5321,3.4924,-22938,3,N,-4128.6948,-4128.6948,3.0227,-4129,3,N,8234.6277,8234.6277,3.1299,8235,3,N,14058.2465,14058.2465,3.1775,14058,3,N,4737.0931,4737.0931,2.8771,4737.1,2.9,N,1818.4694,1818.4694,2.9235,1818.5,2.9,N,-4704.0825,-4704.0825,3.3658,-4704,3,N,NULL,NULL,NULL,NULL,NULL,NULL,-9750.507,6.643,-9751,7,-9750.507
74GA,43,31,-68049.626,-68049.626,2.994,N,-68049.6,3.0,8663.1676,8663.1676,0.0405,N,8663.17,0.04,5372.8,3.0,5372.8249,5372.8249,2.9941,N,73926945.725,73926945.725,3.214,N,73926946,3,15603.9783,15603.9783,3.1038,15604,3,N,22844.5618,22844.5618,3.3040,22845,3,N,-7498.1613,-7498.1613,3.1834,-7498,3,N,2810.4378,2810.4378,3.4396,2810,3,N,-16351.1522,-16351.1522,3.5686,-16351,4,N,-4823.4116,-4823.4116,2.9946,-4823,3,N,6421.6005,6421.6005,3.4315,6422,3,N,9745.1864,9745.1864,3.5263,9745,4,N,10806.6757,10806.6757,3.6816,10807,4,N,4143.2153,4143.2153,4.0009,4143,4,N,307.9107,307.9107,3.3445,308,3,N,NULL,NULL,NULL,NULL,NULL,NULL,-2292.906,3.91,-2293,4,-2292.906
74GE,42,32,-73422.451,-73422.451,0.013,N,-73422.451,0.013,8725.2011,8725.2011,0.0003,N,8725.201,"0.5 eV",-2562.4,1.7,-2562.3871,-2562.3871,1.6931,N,73921177.760,73921177.76,0.013,N,73921177.761,0.013,16979.1769,16979.1769,0.0747,16979.18,0.07,N,19854.8984,19854.8984,2.1425,19854.9,2.1,N,-6282.6188,-6282.6188,1.9178,-6282.6,1.9,N,-1209.2404,-1209.2404,0.0075,-1209.240,0.008,N,-15118.0113,-15118.0113,1.8630,-15118.0,1.9,N,-10541.0125,-10541.0125,3.8531,-10541,4,N,10196.2366,10196.2366,0.0555,10196.24,0.06,N,11012.0785,11012.0785,1.6767,11012.1,1.7,N,5876.6400,5876.64,0.8183,5876.6,0.8,N,1580.7309,1580.7309,0.8111,1580.7,0.8,N,-447.2626,-447.2626,2.6539,-447.3,2.7,N,NULL,NULL,NULL,NULL,NULL,NULL,-5372.825,2.994,-5373,3,-5372.825
74AS,41,33,-70860.064,-70860.064,1.693,N,-70860.1,1.7,8680.0020,8680.002,0.0229,N,8680.002,0.023,1353.1,1.7,1353.1467,1353.1467,1.6931,N,73923928.596,73923928.596,1.817,N,73923928.6,1.8,18772.8917,18772.8917,4.4203,18773,4,N,16849.7221,16849.7221,1.8805,16849.7,1.9,N,-4374.8295,-4374.8295,2.0758,-4374.8,2.1,N,-5571.9025,-5571.9025,6.0760,-5572,6,N,-8449.6914,-8449.6914,2.3829,-8449.7,2.4,N,-10703.9857,-10703.9857,7.6143,-10704,8,N,7978.6253,7978.6253,4.2087,7979,4,N,6851.5024,6851.5024,1.6940,6851.5,1.7,N,12436.6534,12436.6534,1.6948,12436.7,1.7,N,3910.6482,3910.6482,1.8791,3910.6,1.9,N,4925.4651,4925.4651,1.8774,4925.5,1.9,N,NULL,NULL,NULL,NULL,NULL,NULL,2562.387,1.693,2562.4,1.7,2562.387
74SE,40,34,-72213.210,-72213.21,0.015,N,-72213.210,0.015,8687.7155,8687.7155,0.0003,N,8687.716,"0.5 eV",-6925,6,-6925.0492,-6925.0492,5.8354,N,73922475.933,73922475.933,0.015,N,73922475.934,0.016,20487.6578,20487.6578,1.9562,20487.7,2.0,N,14205.2424,14205.2424,0.0750,14205.24,0.08,N,-4076.0901,-4076.0901,0.8200,-4076.1,0.8,N,-9881.3664,-9881.3664,2.0135,-9881.4,2.0,N,-8204.6491,-8204.6491,0.0560,-8204.65,0.06,N,-16638.7420,-16638.742,6.7413,-16639,7,N,12057.1324,12057.1324,7.4237,12057,7,N,8549.4250,8549.425,3.8531,8549,4,N,6727.4048,6727.4048,4.0832,6727,4,N,544.1015,544.1015,4.1630,544,4,N,3339.8485,3339.8485,0.8150,3339.8,0.8,N,NULL,NULL,NULL,NULL,NULL,NULL,-1353.146,1.693,-1353.1,1.7,-1353.146
74BR,39,35,-65288.161,-65288.161,5.835,N,-65288,6,8583.5615,8583.5615,0.0789,N,8583.56,0.08,-2956,6,-2956.3173,-2956.3173,6.1730,N,73929910.279,73929910.279,6.264,N,73929910,6,22369.0470,22369.047,5.9246,22369,6,N,11636.2952,11636.2952,7.1221,11636,7,N,-3379.1039,-3379.1039,6.0003,-3379,6,N,-13372.1453,-13372.1453,6.5738,-13372,7,N,-1624.3759,-1624.3759,6.9927,-1624,7,N,-16807.7215,-16807.7215,8.7931,-16808,9,N,9713.6928,9713.6928,8.9159,9714,9,N,4349.7363,4349.7363,9.4426,4350,9,N,13290.8345,13290.8345,6.1545,13291,6,N,2722.4087,2722.4087,6.4700,2722,6,N,8251.4977,8251.4977,7.1681,8251,7,N,NULL,NULL,NULL,NULL,NULL,NULL,6925.049,5.835,6925,6,6925.049
74KR,38,36,-62331.844,-62331.844,2.013,N,-62331.8,2.0,8533.0390,8533.039,0.0272,N,8533.039,0.027,-10416,3,-10415.8280,-10415.828,3.4240,N,73933084.016,73933084.016,2.161,N,73933084.0,2.2,24533.8980,24533.898,8.2600,24534,8,N,9041.5974,9041.5974,2.8072,9041.6,2.8,N,-2826.8603,-2826.8603,2.5616,-2826.9,2.6,N,-21504,-21504,100,-21504,100,Y,-1393.4190,-1393.419,7.6919,-1393,8,N,-24391.5510,-24391.551,40.8439,-24392,41,N,13851.4042,13851.4042,6.8790,13851,7,N,5975.0285,5975.0285,7.0356,5975,7,N,7440.7134,7440.7134,2.2592,7440.7,2.3,N,-965.3624,-965.3624,5.7651,-965,6,N,6461.0729,6461.0729,3.4443,6461,3,N,NULL,NULL,NULL,NULL,NULL,NULL,2956.317,6.172,2956,6,2956.317
74RB,37,37,-51916.016,-51916.016,3.027,N,-51916,3,8381.7123,8381.7123,0.0409,N,8381.71,0.04,-11089,100,-11089,-11089,100,Y,73944265.867,73944265.867,3.249,N,73944266,3,29729,29729,500,29729,500,Y,7432.2077,7432.2077,3.1958,7432,3,N,-2915.3049,-2915.3049,15.2082,-2915,15,N,NULL,NULL,NULL,NULL,NULL,NULL,4440.7995,4440.7995,7.3897,4441,7,N,-28037,-28037,401,-28037,401,Y,13975.7229,13975.7229,40.9064,13976,41,N,2653.2291,2653.2291,7.2409,2653,7,N,12735.3732,12735.3732,8.5637,12735,9,N,-724.7498,-724.7498,128.8041,-725,129,N,10232.8126,10232.8126,6.1923,10233,6,N,NULL,NULL,NULL,NULL,NULL,NULL,10415.828,3.635,10416,4,10415.828
74SR,36,38,-40827,-40827,100,Y,-40830,100,8221,8221,1,Y,8221,1,NULL,NULL,NULL,NULL,NULL,NULL,73956170,73956170,107,Y,73956170,110,NULL,NULL,NULL,NULL,NULL,NULL,1465,1465,100,1465,100,Y,-2152,-2152,224,-2152,224,Y,NULL,NULL,NULL,NULL,NULL,NULL,8435,8435,100,8435,100,Y,NULL,NULL,NULL,NULL,NULL,NULL,16948,16948,413,16948,413,Y,2105,2105,108,2105,108,Y,8213,8213,510,8213,510,Y,-3673,-3673,412,-3673,412,Y,11146,11146,163,11146,163,Y,NULL,NULL,NULL,NULL,NULL,NULL,11089.016,100.046,11089,100,11089.016
75FE,49,26,-14700,-14700,600,Y,-14700,600,7996,7996,8,Y,7996,8,15860,720,15861,15861,721,Y,74984219,74984219,644,Y,74984220,640,6853,6853,781,6853,781,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29540,29540,632,29540,632,Y,NULL,NULL,NULL,NULL,NULL,NULL,10769,10769,721,10769,721,Y,2112,2112,781,2112,781,Y,NULL,NULL,NULL,NULL,NULL,NULL,2711,2711,848,2711,848,Y,1334,1334,848,1334,848,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75CO,48,27,-30560,-30560,400,Y,-30560,400,8197,8197,5,Y,8197,5,13680,450,13680,13680,447,Y,74967192,74967192,429,Y,74967190,430,8734,8734,500,8734,500,Y,38438,38438,721,38438,721,Y,-16366,-16366,640,-16366,640,Y,23910,23910,400,23910,400,Y,NULL,NULL,NULL,NULL,NULL,NULL,10069,10069,447,10069,447,Y,5091,5091,565,5091,565,Y,17190,17190,640,17190,640,Y,4140,4140,640,4140,640,Y,3553,3553,640,3553,640,Y,-13745,-13745,721,-13745,721,Y,NULL,NULL,NULL,NULL,NULL,NULL,-15860,721.1,-15860,721,-15860.0
75NI,47,28,-44240,-44240,200,Y,-44240,200,8369,8369,3,Y,8369,3,10230,200,10230,10230,200,Y,74952506,74952506,215,Y,74952510,220,10275,10275,200,10275,200,Y,34829,34829,539,34829,539,Y,-14736,-14736,447,-14736,447,Y,18319,18319,200,18319,200,Y,-30870,-30870,539,-30870,539,Y,3695,3695,200,3695,200,Y,3611,3611,283,3611,283,Y,17989,17989,447,17989,447,Y,4440,4440,361,4440,361,Y,924,924,361,924,361,Y,-9344,-9344,539,-9344,539,Y,NULL,NULL,NULL,NULL,NULL,NULL,-13680,447.2,-13680,447,-13680.0
75CU,46,29,-54470.219,-54470.219,0.718,N,-54470.2,0.7,8495.0801,8495.0801,0.0096,N,8495.080,0.010,8088.7,2.1,8088.6967,8088.6967,2.0837,N,74941523.817,74941523.817,0.770,N,74941523.8,0.8,11625.4106,11625.4106,2.0701,11625.4,2.1,N,31079,31079,300,31079,300,Y,-12525.2049,-12525.2049,465.0305,-12525,465,N,13990.4198,13990.4198,0.9824,13990.4,1.0,N,-28219,-28219,400,-28219,400,Y,3215.1829,3215.1829,2.6155,3215.2,2.6,N,6535.3248,6535.3248,6.1896,6535,6,N,13059,13059,200,13059,200,Y,6348.7469,6348.7469,2.5270,6348.7,2.5,N,4619.9041,4619.9041,2.3490,4619.9,2.3,N,-8524,-8524,300,-8524,300,Y,NULL,NULL,NULL,NULL,NULL,NULL,-10230.219,200.001,-10230,200,-10230.219
75ZN,45,30,-62558.916,-62558.916,1.956,N,-62558.9,2.0,8592.4981,8592.4981,0.0261,N,8592.498,0.026,5901.7,2.1,5901.7231,5901.7231,2.0679,N,74932840.244,74932840.244,2.100,N,74932840.2,2.1,13108.1415,13108.1415,2.7013,13108.1,2.7,N,27028.6990,27028.699,3.1141,27029,3,N,-9577.5964,-9577.5964,2.9715,-9578,3,N,9298.0567,9298.0567,1.9568,9298.1,2.0,N,-21148,-21148,200,-21148,200,Y,-2580.6081,-2580.6081,3.5764,-2581,4,N,4873.5139,4873.5139,3.1862,4874,3,N,13841.6746,13841.6746,6.4516,13842,6,N,7139.3358,7139.3358,2.7563,7139.3,2.8,N,2088.1454,2088.1454,2.4039,2088.1,2.4,N,-2686.4456,-2686.4456,2.9715,-2686,3,N,NULL,NULL,NULL,NULL,NULL,NULL,-8088.697,2.084,-8088.7,2.1,-8088.697
75GA,44,31,-68460.639,-68460.639,0.671,N,-68460.6,0.7,8660.7565,8660.7565,0.0089,N,8660.756,0.009,3396.3,0.7,3396.3337,3396.3337,0.6727,N,74926504.484,74926504.484,0.720,N,74926504.5,0.7,14903.9318,14903.9318,1.8058,14903.9,1.8,N,24051.1365,24051.1365,2.0544,24051.1,2.1,N,-8174.4206,-8174.4206,1.6343,-8174.4,1.6,N,4573.5638,4573.5638,1.1094,4573.6,1.1,N,-19743.3976,-19743.3976,6.1843,-19743,6,N,-3109.5063,-3109.5063,0.6708,-3109.5,0.7,N,8482.3312,8482.3312,3.0682,8482,3,N,9992.8900,9992.89,2.6029,9992.9,2.6,N,7843.5785,7843.5785,1.9800,7843.6,2.0,N,4548.9107,4548.9107,2.2450,4548.9,2.2,N,-3031.2306,-3031.2306,1.5499,-3031.2,1.5,N,NULL,NULL,NULL,NULL,NULL,NULL,-5901.723,2.068,-5901.7,2.1,-5901.723
75GE,43,32,-71856.973,-71856.973,0.052,N,-71856.97,0.05,8695.6096,8695.6096,0.0007,N,8695.610,0.001,1177.2,0.9,1177.2301,1177.2301,0.8851,N,74922858.370,74922858.37,0.055,N,74922858.37,0.06,16702.0765,16702.0765,0.0747,16702.08,0.07,N,20841.5043,20841.5043,1.8637,20841.5,1.9,N,-6953.1026,-6953.1026,2.6543,-6953.1,2.7,N,312.5162,312.5162,0.0876,312.52,0.09,N,-13389.2236,-13389.2236,2.5156,-13389.2,2.5,N,-9068.2271,-9068.2271,1.6939,-9068.2,1.7,N,6505.8400,6505.84,0.0500,6505.84,0.05,N,11096.3179,11096.3179,2.9945,11096,3,N,8553.1777,8553.1777,1.6775,8553.2,1.7,N,1595.3662,1595.3662,0.8198,1595.4,0.8,N,1934.9240,1934.924,2.1431,1934.9,2.1,N,NULL,NULL,NULL,NULL,NULL,NULL,-3396.334,0.673,-3396.3,0.7,-3396.334
